excel_codigo,excel_nome,excel_endereco,excel_cidade,db,db_id,db_numero,db_nome,db_endereco,db_cidade,score,matched
35,RELOJOARIA E OPTICA VATICANO,"RUA GUARANI, 460 SALA COMERCIAL",PATO BRANCO,WMS_Server\wms_database.mdb,26,35,RELOJOARIA E OPTICA VATICANO,"RUA GUARANI, 460 SALA COMERCIAL",PATO BRANCO,1.0,True
36,ROBERTO JOALHEIRO - ROBERTO LUIZ ,"RUA MARANHAO, 269 SALA COMERCIAL",CAMPO ERE,WMS_BD\wms_database_test.mdb,924,,ROBERTO JOALHEIRO - ROBERTO LUIZ,"RUA MARANHAO, 269 SALA COMERCIAL",CAMPO ERE,1.0,True
36,ROBERTO JOALHEIRO - ROBERTO LUIZ ,"RUA MARANHAO, 269 SALA COMERCIAL",CAMPO ERE,WMS_BD\wms_database.mdb,422,,ROBERTO JOALHEIRO - ROBERTO LUIZ,"RUA MARANHAO, 269 SALA COMERCIAL",CAMPO ERE,1.0,True
36,ROBERTO JOALHEIRO - ROBERTO LUIZ ,"RUA MARANHAO, 269 SALA COMERCIAL",CAMPO ERE,WMS_Server\wms_database.mdb,413,,ROBERTO JOALHEIRO - ROBERTO LUIZ,"RUA MARANHAO, 269 SALA COMERCIAL",CAMPO ERE,1.0,True
37,OTICA E RELOJOARIA ORIENT - SADI ,"RUA GENEROSO MARQUES, 661 SALA COMERCIAL",CORONEL VIVIDA,WMS_BD\wms_database_test.mdb,536,37,OTICA E RELOJOARIA ORIENT - SADI,"RUA GENEROSO MARQUES, 661 SALA COMERCIAL",CORONEL VIVIDA,1.0,True
37,OTICA E RELOJOARIA ORIENT - SADI ,"RUA GENEROSO MARQUES, 661 SALA COMERCIAL",CORONEL VIVIDA,WMS_BD\wms_database.mdb,32,37,OTICA E RELOJOARIA ORIENT - SADI,"RUA GENEROSO MARQUES, 661 SALA COMERCIAL",CORONEL VIVIDA,1.0,True
37,OTICA E RELOJOARIA ORIENT - SADI ,"RUA GENEROSO MARQUES, 661 SALA COMERCIAL",CORONEL VIVIDA,WMS_Server\wms_database.mdb,27,37,OTICA E RELOJOARIA ORIENT - SADI,"RUA GENEROSO MARQUES, 661 SALA COMERCIAL",CORONEL VIVIDA,1.0,True
38,OTICA SOL - SOLANGE DE AZEVEDO ,"RUA CASTRO ALVES, 121 SALA A1",DOIS VIZINHOS,WMS_BD\wms_database_test.mdb,537,38,OTICA SOL - SOLANGE DE AZEVEDO,"RUA CASTRO ALVES, 121 SALA A1",DOIS VIZINHOS,1.0,True
38,OTICA SOL - SOLANGE DE AZEVEDO ,"RUA CASTRO ALVES, 121 SALA A1",DOIS VIZINHOS,WMS_BD\wms_database.mdb,33,38,OTICA SOL - SOLANGE DE AZEVEDO,"RUA CASTRO ALVES, 121 SALA A1",DOIS VIZINHOS,1.0,True
38,OTICA SOL - SOLANGE DE AZEVEDO ,"RUA CASTRO ALVES, 121 SALA A1",DOIS VIZINHOS,WMS_Server\wms_database.mdb,28,38,OTICA SOL - SOLANGE DE AZEVEDO,"RUA CASTRO ALVES, 121 SALA A1",DOIS VIZINHOS,1.0,True
39,OPTICA OCULOS & CIA - V R RUFATTO,"RUA  AUGUSTO GUIMARAES, 1115 SALA ",PALMAS,WMS_BD\wms_database_test.mdb,38,39,OPTICA OCULOS & CIA - V R RUFATTO,"RUA  AUGUSTO GUIMARAES, 1115 SALA",PALMAS,1.0,True
39,OPTICA OCULOS & CIA - V R RUFATTO,"RUA  AUGUSTO GUIMARAES, 1115 SALA ",PALMAS,WMS_BD\wms_database.mdb,34,39,OPTICA OCULOS & CIA - V R RUFATTO,"RUA  AUGUSTO GUIMARAES, 1115 SALA",PALMAS,1.0,True
39,OPTICA OCULOS & CIA - V R RUFATTO,"RUA  AUGUSTO GUIMARAES, 1115 SALA ",PALMAS,WMS_Server\wms_database.mdb,29,39,OPTICA OCULOS & CIA - V R RUFATTO,"RUA  AUGUSTO GUIMARAES, 1115 SALA",PALMAS,1.0,True
40,OTICA MEGA VISAO - FCO BELTRAO - ,"RUA PORTO ALEGRE, 119 SALA COMERCIAL",FRANCISCO ,WMS_BD\wms_database_test.mdb,539,40,OTICA MEGA VISAO - FCO BELTRAO -,"RUA PORTO ALEGRE, 119 SALA COMERCIAL",FRANCISCO,1.0,True
40,OTICA MEGA VISAO - FCO BELTRAO - ,"RUA PORTO ALEGRE, 119 SALA COMERCIAL",FRANCISCO ,WMS_BD\wms_database.mdb,35,40,OTICA MEGA VISAO - FCO BELTRAO -,"RUA PORTO ALEGRE, 119 SALA COMERCIAL",FRANCISCO,1.0,True
40,OTICA MEGA VISAO - FCO BELTRAO - ,"RUA PORTO ALEGRE, 119 SALA COMERCIAL",FRANCISCO ,WMS_Server\wms_database.mdb,30,40,OTICA MEGA VISAO - FCO BELTRAO -,"RUA PORTO ALEGRE, 119 SALA COMERCIAL",FRANCISCO,1.0,True
41,OTICA MEGA VISAO - MARMELEIRO,"AV  DAMBROS E PIVA, 421 SALA 02",MARMELEIRO,WMS_BD\wms_database_test.mdb,40,41,OTICA MEGA VISAO - MARMELEIRO,"AV  DAMBROS E PIVA, 421 SALA 02",MARMELEIRO,1.0,True
41,OTICA MEGA VISAO - MARMELEIRO,"AV  DAMBROS E PIVA, 421 SALA 02",MARMELEIRO,WMS_BD\wms_database.mdb,36,41,OTICA MEGA VISAO - MARMELEIRO,"AV  DAMBROS E PIVA, 421 SALA 02",MARMELEIRO,1.0,True
41,OTICA MEGA VISAO - MARMELEIRO,"AV  DAMBROS E PIVA, 421 SALA 02",MARMELEIRO,WMS_Server\wms_database.mdb,31,41,OTICA MEGA VISAO - MARMELEIRO,"AV  DAMBROS E PIVA, 421 SALA 02",MARMELEIRO,1.0,True
42,ROSSI JOALHEIROS E OTICA - ALBERTO ,"RUA DR FRANCISCO BELTRAO, 188 SALA ",CORONEL VIVIDA,WMS_BD\wms_database_test.mdb,541,42,ROSSI JOALHEIROS E OTICA - ALBERTO,"RUA DR FRANCISCO BELTRAO, 188 SALA",CORONEL VIVIDA,1.0,True
42,ROSSI JOALHEIROS E OTICA - ALBERTO ,"RUA DR FRANCISCO BELTRAO, 188 SALA ",CORONEL VIVIDA,WMS_BD\wms_database.mdb,37,42,ROSSI JOALHEIROS E OTICA - ALBERTO,"RUA DR FRANCISCO BELTRAO, 188 SALA",CORONEL VIVIDA,1.0,True
42,ROSSI JOALHEIROS E OTICA - ALBERTO ,"RUA DR FRANCISCO BELTRAO, 188 SALA ",CORONEL VIVIDA,WMS_Server\wms_database.mdb,32,42,ROSSI JOALHEIROS E OTICA - ALBERTO,"RUA DR FRANCISCO BELTRAO, 188 SALA",CORONEL VIVIDA,1.0,True
43,DULLI RELOJOARIA E OTICA,"AV  GENERAL OSÓRIO, 155 SALA 01",FRANCISCO ,WMS_BD\wms_database_test.mdb,43,43,DULLI RELOJOARIA E OTICA,"AV  GENERAL OSÓRIO, 155 SALA 01",FRANCISCO,1.0,True
43,DULLI RELOJOARIA E OTICA,"AV  GENERAL OSÓRIO, 155 SALA 01",FRANCISCO ,WMS_BD\wms_database.mdb,38,43,DULLI RELOJOARIA E OTICA,"AV  GENERAL OSÓRIO, 155 SALA 01",FRANCISCO,1.0,True
43,DULLI RELOJOARIA E OTICA,"AV  GENERAL OSÓRIO, 155 SALA 01",FRANCISCO ,WMS_Server\wms_database.mdb,33,43,DULLI RELOJOARIA E OTICA,"AV  GENERAL OSÓRIO, 155 SALA 01",FRANCISCO,1.0,True
44,RELOJOARIA KARIM,"RUA JúLIO ASSIS CAVALHEIRO, 81 ",FRANCISCO ,WMS_BD\wms_database_test.mdb,44,44,RELOJOARIA KARIM,"RUA JúLIO ASSIS CAVALHEIRO, 81",FRANCISCO,1.0,True
44,RELOJOARIA KARIM,"RUA JúLIO ASSIS CAVALHEIRO, 81 ",FRANCISCO ,WMS_BD\wms_database.mdb,39,44,RELOJOARIA KARIM,"RUA JúLIO ASSIS CAVALHEIRO, 81",FRANCISCO,1.0,True
44,RELOJOARIA KARIM,"RUA JúLIO ASSIS CAVALHEIRO, 81 ",FRANCISCO ,WMS_Server\wms_database.mdb,34,44,RELOJOARIA KARIM,"RUA JúLIO ASSIS CAVALHEIRO, 81",FRANCISCO,1.0,True
45,ARMAZEM DOS OCULOS - MULTSUL,"AV  MAURICIO CARDOSO, 94 SALA 01",ERECHIM,WMS_BD\wms_database_test.mdb,45,45,ARMAZEM DOS OCULOS - MULTSUL,"AV  MAURICIO CARDOSO, 94 SALA 01",ERECHIM,1.0,True
45,ARMAZEM DOS OCULOS - MULTSUL,"AV  MAURICIO CARDOSO, 94 SALA 01",ERECHIM,WMS_BD\wms_database.mdb,40,45,ARMAZEM DOS OCULOS - MULTSUL,"AV  MAURICIO CARDOSO, 94 SALA 01",ERECHIM,1.0,True
45,ARMAZEM DOS OCULOS - MULTSUL,"AV  MAURICIO CARDOSO, 94 SALA 01",ERECHIM,WMS_Server\wms_database.mdb,35,45,ARMAZEM DOS OCULOS - MULTSUL,"AV  MAURICIO CARDOSO, 94 SALA 01",ERECHIM,1.0,True
46,OTICAS DINIZ - OME OTICA LTDA - PATO ,"RUA GUARANI, 465 ",PATO BRANCO,WMS_BD\wms_database_test.mdb,545,46,OTICAS DINIZ - OME OTICA LTDA - PATO,"RUA GUARANI, 465",PATO BRANCO,1.0,True
46,OTICAS DINIZ - OME OTICA LTDA - PATO ,"RUA GUARANI, 465 ",PATO BRANCO,WMS_BD\wms_database.mdb,41,46,OTICAS DINIZ - OME OTICA LTDA - PATO,"RUA GUARANI, 465",PATO BRANCO,1.0,True
46,OTICAS DINIZ - OME OTICA LTDA - PATO ,"RUA GUARANI, 465 ",PATO BRANCO,WMS_Server\wms_database.mdb,36,46,OTICAS DINIZ - OME OTICA LTDA - PATO,"RUA GUARANI, 465",PATO BRANCO,1.0,True
47,OTICA VISAO - L F BALBINOTTI RUFATO - ,"AV  BRASIL, 581 ",PATO BRANCO,WMS_BD\wms_database_test.mdb,633,243,OTICA VISAO - L F BALBINOTTI RUFATO -,"RUA SILVIO VIDAL, 175 LOJA 04",PATO BRANCO,1.0,True
47,OTICA VISAO - L F BALBINOTTI RUFATO - ,"AV  BRASIL, 581 ",PATO BRANCO,WMS_BD\wms_database.mdb,42,47,OTICA VISAO - L F BALBINOTTI RUFATO -,"AV  BRASIL, 581",PATO BRANCO,1.0,True
47,OTICA VISAO - L F BALBINOTTI RUFATO - ,"AV  BRASIL, 581 ",PATO BRANCO,WMS_Server\wms_database.mdb,37,47,OTICA VISAO - L F BALBINOTTI RUFATO -,"AV  BRASIL, 581",PATO BRANCO,1.0,True
50,CLIENTE CONSUMIDOR,"RUA ERNESTO BEUTER, 001 ",SAO LOURENCO DO ,WMS_BD\wms_database_test.mdb,925,,CLIENTE CONSUMIDOR,"RUA AVENIDA ERNESTO BEUTER, 001",SAO LOURENCO DO,1.0,True
50,CLIENTE CONSUMIDOR,"RUA ERNESTO BEUTER, 001 ",SAO LOURENCO DO ,WMS_BD\wms_database.mdb,423,,CLIENTE CONSUMIDOR,"RUA AVENIDA ERNESTO BEUTER, 001",SAO LOURENCO DO,1.0,True
50,CLIENTE CONSUMIDOR,"RUA ERNESTO BEUTER, 001 ",SAO LOURENCO DO ,WMS_Server\wms_database.mdb,414,,CLIENTE CONSUMIDOR,"RUA AVENIDA ERNESTO BEUTER, 001",SAO LOURENCO DO,1.0,True
51,BANDATURBO PROVEDOR DE INTERNET ,"RUA DESEMBARGADOR PEDRO SILVA, 1125 ",CRICIUMA,WMS_BD\wms_database_test.mdb,926,,BANDATURBO PROVEDOR DE INTERNET,"RUA DESEMBARGADOR PEDRO SILVA, 1125",CRICIUMA,1.0,True
51,BANDATURBO PROVEDOR DE INTERNET ,"RUA DESEMBARGADOR PEDRO SILVA, 1125 ",CRICIUMA,WMS_BD\wms_database.mdb,424,,BANDATURBO PROVEDOR DE INTERNET,"RUA DESEMBARGADOR PEDRO SILVA, 1125",CRICIUMA,1.0,True
51,BANDATURBO PROVEDOR DE INTERNET ,"RUA DESEMBARGADOR PEDRO SILVA, 1125 ",CRICIUMA,WMS_Server\wms_database.mdb,415,,BANDATURBO PROVEDOR DE INTERNET,"RUA DESEMBARGADOR PEDRO SILVA, 1125",CRICIUMA,1.0,True
57,BRASPRESS ,"RUA ARTHUR ANTôNIO SENDAS, 1200 ",SAO JOAO DE MERITI,WMS_BD\wms_database_test.mdb,927,,BRASPRESS,"RUA ARTHUR ANTôNIO SENDAS, 1200",SAO JOAO DE MERITI,1.0,True
57,BRASPRESS ,"RUA ARTHUR ANTôNIO SENDAS, 1200 ",SAO JOAO DE MERITI,WMS_BD\wms_database.mdb,425,,BRASPRESS,"RUA ARTHUR ANTôNIO SENDAS, 1200",SAO JOAO DE MERITI,1.0,True
57,BRASPRESS ,"RUA ARTHUR ANTôNIO SENDAS, 1200 ",SAO JOAO DE MERITI,WMS_Server\wms_database.mdb,416,,BRASPRESS,"RUA ARTHUR ANTôNIO SENDAS, 1200",SAO JOAO DE MERITI,1.0,True
62,CELSO JOALHEIRO,"RUA IBIPORA, 627 TERREO",PATO BRANCO,WMS_BD\wms_database_test.mdb,50,62,CELSO JOALHEIRO,"RUA IBIPORA, 627 TERREO",PATO BRANCO,1.0,True
62,CELSO JOALHEIRO,"RUA IBIPORA, 627 TERREO",PATO BRANCO,WMS_BD\wms_database.mdb,43,62,CELSO JOALHEIRO,"RUA IBIPORA, 627 TERREO",PATO BRANCO,1.0,True
62,CELSO JOALHEIRO,"RUA IBIPORA, 627 TERREO",PATO BRANCO,WMS_Server\wms_database.mdb,38,62,CELSO JOALHEIRO,"RUA IBIPORA, 627 TERREO",PATO BRANCO,1.0,True
64,RELOJOARIA E OTICA SAFIRA,"RUA DOM PEDRO II, 1299 SALA 01",SAO LOURENCO DO ,WMS_BD\wms_database_test.mdb,52,64,RELOJOARIA E OTICA SAFIRA,"RUA DOM PEDRO II, 1299 SALA 01",SAO LOURENCO DO,1.0,True
64,RELOJOARIA E OTICA SAFIRA,"RUA DOM PEDRO II, 1299 SALA 01",SAO LOURENCO DO ,WMS_BD\wms_database.mdb,44,64,RELOJOARIA E OTICA SAFIRA,"RUA DOM PEDRO II, 1299 SALA 01",SAO LOURENCO DO,1.0,True
64,RELOJOARIA E OTICA SAFIRA,"RUA DOM PEDRO II, 1299 SALA 01",SAO LOURENCO DO ,WMS_Server\wms_database.mdb,39,64,RELOJOARIA E OTICA SAFIRA,"RUA DOM PEDRO II, 1299 SALA 01",SAO LOURENCO DO,1.0,True
67,OTICA BOA VISTA - OTICA ALMEIDA LTDA ,"RUA SETE DE SETEMBRO, 20 SALA 01",CORONEL VIVIDA,WMS_BD\wms_database_test.mdb,549,67,OTICA BOA VISTA - OTICA ALMEIDA LTDA,"RUA SETE DE SETEMBRO, 20 SALA 01",CORONEL VIVIDA,1.0,True
67,OTICA BOA VISTA - OTICA ALMEIDA LTDA ,"RUA SETE DE SETEMBRO, 20 SALA 01",CORONEL VIVIDA,WMS_BD\wms_database.mdb,45,67,OTICA BOA VISTA - OTICA ALMEIDA LTDA,"RUA SETE DE SETEMBRO, 20 SALA 01",CORONEL VIVIDA,1.0,True
67,OTICA BOA VISTA - OTICA ALMEIDA LTDA ,"RUA SETE DE SETEMBRO, 20 SALA 01",CORONEL VIVIDA,WMS_Server\wms_database.mdb,40,67,OTICA BOA VISTA - OTICA ALMEIDA LTDA,"RUA SETE DE SETEMBRO, 20 SALA 01",CORONEL VIVIDA,1.0,True
68,CONTI JOIAS,"RUA GUARANI, 430 ",PATO BRANCO,WMS_BD\wms_database_test.mdb,54,68,CONTI JOIAS,"RUA GUARANI, 430",PATO BRANCO,1.0,True
68,CONTI JOIAS,"RUA GUARANI, 430 ",PATO BRANCO,WMS_BD\wms_database.mdb,46,68,CONTI JOIAS,"RUA GUARANI, 430",PATO BRANCO,1.0,True
68,CONTI JOIAS,"RUA GUARANI, 430 ",PATO BRANCO,WMS_Server\wms_database.mdb,41,68,CONTI JOIAS,"RUA GUARANI, 430",PATO BRANCO,1.0,True
69,RELOJOARIA E OTICA PAULETTI,"AV   BRASIL, 742 SALA 02",ROMELANDIA,WMS_BD\wms_database_test.mdb,55,69,RELOJOARIA E OTICA PAULETTI,"AV   BRASIL, 742 SALA 02",ROMELANDIA,1.0,True
69,RELOJOARIA E OTICA PAULETTI,"AV   BRASIL, 742 SALA 02",ROMELANDIA,WMS_BD\wms_database.mdb,47,69,RELOJOARIA E OTICA PAULETTI,"AV   BRASIL, 742 SALA 02",ROMELANDIA,1.0,True
69,RELOJOARIA E OTICA PAULETTI,"AV   BRASIL, 742 SALA 02",ROMELANDIA,WMS_Server\wms_database.mdb,42,69,RELOJOARIA E OTICA PAULETTI,"AV   BRASIL, 742 SALA 02",ROMELANDIA,1.0,True
70,JANDIR JOALHEIRO E OTICA,"AV  DOS PINHEIROS, 1208 SALA 01",SANTA IZABEL DO ,WMS_BD\wms_database_test.mdb,57,70,JANDIR JOALHEIRO E OTICA,"AV  DOS PINHEIROS, 1208 SALA 01",SANTA IZABEL DO,1.0,True
70,JANDIR JOALHEIRO E OTICA,"AV  DOS PINHEIROS, 1208 SALA 01",SANTA IZABEL DO ,WMS_BD\wms_database.mdb,48,70,JANDIR JOALHEIRO E OTICA,"AV  DOS PINHEIROS, 1208 SALA 01",SANTA IZABEL DO,1.0,True
70,JANDIR JOALHEIRO E OTICA,"AV  DOS PINHEIROS, 1208 SALA 01",SANTA IZABEL DO ,WMS_Server\wms_database.mdb,43,70,JANDIR JOALHEIRO E OTICA,"AV  DOS PINHEIROS, 1208 SALA 01",SANTA IZABEL DO,1.0,True
71,OPTICA RAMOS,"RUA TENENTE CAMARGO, 1000 ANEXO ",FRANCISCO ,WMS_BD\wms_database_test.mdb,58,71,OPTICA RAMOS,"RUA TENENTE CAMARGO, 1000 ANEXO",FRANCISCO,1.0,True
71,OPTICA RAMOS,"RUA TENENTE CAMARGO, 1000 ANEXO ",FRANCISCO ,WMS_BD\wms_database.mdb,49,71,OPTICA RAMOS,"RUA TENENTE CAMARGO, 1000 ANEXO",FRANCISCO,1.0,True
71,OPTICA RAMOS,"RUA TENENTE CAMARGO, 1000 ANEXO ",FRANCISCO ,WMS_Server\wms_database.mdb,44,71,OPTICA RAMOS,"RUA TENENTE CAMARGO, 1000 ANEXO",FRANCISCO,1.0,True
72,ART JOIAS - S MOHLER E CIA LTDA ME,"TRV DR ARNALDO BUSATO, 20 SALA COMERCIAL",DOIS VIZINHOS,WMS_BD\wms_database_test.mdb,60,72,ART JOIAS - S MOHLER E CIA LTDA ME,"TRV DR ARNALDO BUSATO, 20 SALA COMERCIAL",DOIS VIZINHOS,1.0,True
72,ART JOIAS - S MOHLER E CIA LTDA ME,"TRV DR ARNALDO BUSATO, 20 SALA COMERCIAL",DOIS VIZINHOS,WMS_BD\wms_database.mdb,50,72,ART JOIAS - S MOHLER E CIA LTDA ME,"TRV DR ARNALDO BUSATO, 20 SALA COMERCIAL",DOIS VIZINHOS,1.0,True
72,ART JOIAS - S MOHLER E CIA LTDA ME,"TRV DR ARNALDO BUSATO, 20 SALA COMERCIAL",DOIS VIZINHOS,WMS_Server\wms_database.mdb,45,72,ART JOIAS - S MOHLER E CIA LTDA ME,"TRV DR ARNALDO BUSATO, 20 SALA COMERCIAL",DOIS VIZINHOS,1.0,True
74,OTICA PRECISAO - VILDETE MARIA LEUZE,"AV  CRESTANI, 1100 ",PALMA SOLA,WMS_BD\wms_database_test.mdb,61,74,OTICA PRECISAO - VILDETE MARIA LEUZE,"AV  CRESTANI, 1100",PALMA SOLA,1.0,True
74,OTICA PRECISAO - VILDETE MARIA LEUZE,"AV  CRESTANI, 1100 ",PALMA SOLA,WMS_BD\wms_database.mdb,51,74,OTICA PRECISAO - VILDETE MARIA LEUZE,"AV  CRESTANI, 1100",PALMA SOLA,1.0,True
74,OTICA PRECISAO - VILDETE MARIA LEUZE,"AV  CRESTANI, 1100 ",PALMA SOLA,WMS_Server\wms_database.mdb,46,74,OTICA PRECISAO - VILDETE MARIA LEUZE,"AV  CRESTANI, 1100",PALMA SOLA,1.0,True
75,OTICA ANDI,"AV  MAURÍCIO CARDOSO, 418 SALA T 02",ERECHIM,WMS_BD\wms_database_test.mdb,928,,OTICA ANDI,"AV  MAURÍCIO CARDOSO, 418 SALA T 02",ERECHIM,1.0,True
75,OTICA ANDI,"AV  MAURÍCIO CARDOSO, 418 SALA T 02",ERECHIM,WMS_BD\wms_database.mdb,426,,OTICA ANDI,"AV  MAURÍCIO CARDOSO, 418 SALA T 02",ERECHIM,1.0,True
75,OTICA ANDI,"AV  MAURÍCIO CARDOSO, 418 SALA T 02",ERECHIM,WMS_Server\wms_database.mdb,417,,OTICA ANDI,"AV  MAURÍCIO CARDOSO, 418 SALA T 02",ERECHIM,1.0,True
76,LABORATORIO SOTELO,"AV  JUSCELINO KUBITSCHEK, 993 ",FOZ DO IGUACU,WMS_BD\wms_database_test.mdb,929,,LABORATORIO SOTELO,"AV  JUSCELINO KUBITSCHEK, 993",FOZ DO IGUACU,1.0,True
76,LABORATORIO SOTELO,"AV  JUSCELINO KUBITSCHEK, 993 ",FOZ DO IGUACU,WMS_BD\wms_database.mdb,427,,LABORATORIO SOTELO,"AV  JUSCELINO KUBITSCHEK, 993",FOZ DO IGUACU,1.0,True
76,LABORATORIO SOTELO,"AV  JUSCELINO KUBITSCHEK, 993 ",FOZ DO IGUACU,WMS_Server\wms_database.mdb,418,,LABORATORIO SOTELO,"AV  JUSCELINO KUBITSCHEK, 993",FOZ DO IGUACU,1.0,True
78,GRAZI JOIAS RELOGIOS E OPTICA,"RUA ANTONIO CEOLIN, S/N SALA 01",SULINA,WMS_BD\wms_database_test.mdb,62,78,GRAZI JOIAS RELOGIOS E OPTICA,"RUA ANTONIO CEOLIN, S/N SALA 01",SULINA,1.0,True
78,GRAZI JOIAS RELOGIOS E OPTICA,"RUA ANTONIO CEOLIN, S/N SALA 01",SULINA,WMS_BD\wms_database.mdb,52,78,GRAZI JOIAS RELOGIOS E OPTICA,"RUA ANTONIO CEOLIN, S/N SALA 01",SULINA,1.0,True
78,GRAZI JOIAS RELOGIOS E OPTICA,"RUA ANTONIO CEOLIN, S/N SALA 01",SULINA,WMS_Server\wms_database.mdb,47,78,GRAZI JOIAS RELOGIOS E OPTICA,"RUA ANTONIO CEOLIN, S/N SALA 01",SULINA,1.0,True
81,OTICA ORO,"AV  SETE DE SETEMBRO, 222 SALA 01",ERECHIM,WMS_BD\wms_database_test.mdb,930,,OTICA ORO,"AV  SETE DE SETEMBRO, 222 SALA 01",ERECHIM,1.0,True
81,OTICA ORO,"AV  SETE DE SETEMBRO, 222 SALA 01",ERECHIM,WMS_BD\wms_database.mdb,428,,OTICA ORO,"AV  SETE DE SETEMBRO, 222 SALA 01",ERECHIM,1.0,True
81,OTICA ORO,"AV  SETE DE SETEMBRO, 222 SALA 01",ERECHIM,WMS_Server\wms_database.mdb,419,,OTICA ORO,"AV  SETE DE SETEMBRO, 222 SALA 01",ERECHIM,1.0,True
82,OTICA E RELOJOARIA PIANA,"RUA GUILHERME FRANCESCON, 126 ",GAURAMA,WMS_BD\wms_database_test.mdb,931,674,OTICA E RELOJOARIA PIANA,"RUA GUILHERME FRANCESCON, 126",GAURAMA,1.0,True
82,OTICA E RELOJOARIA PIANA,"RUA GUILHERME FRANCESCON, 126 ",GAURAMA,WMS_BD\wms_database.mdb,429,216,OTICA E RELOJOARIA PIANA,"RUA GUILHERME FRANCESCON, 126",GAURAMA,1.0,True
82,OTICA E RELOJOARIA PIANA,"RUA GUILHERME FRANCESCON, 126 ",GAURAMA,WMS_Server\wms_database.mdb,420,674,OTICA E RELOJOARIA PIANA,"RUA GUILHERME FRANCESCON, 126",GAURAMA,1.0,True
83,OTICA SAO LOURENÇO,"AV  BRASIL, 1098 SALA 02",SAO LOURENCO DO ,WMS_BD\wms_database_test.mdb,63,83,OTICA SAO LOURENÇO,"AV  BRASIL, 1098 SALA 02",SAO LOURENCO DO,1.0,True
83,OTICA SAO LOURENÇO,"AV  BRASIL, 1098 SALA 02",SAO LOURENCO DO ,WMS_BD\wms_database.mdb,53,83,OTICA SAO LOURENÇO,"AV  BRASIL, 1098 SALA 02",SAO LOURENCO DO,1.0,True
83,OTICA SAO LOURENÇO,"AV  BRASIL, 1098 SALA 02",SAO LOURENCO DO ,WMS_Server\wms_database.mdb,48,83,OTICA SAO LOURENÇO,"AV  BRASIL, 1098 SALA 02",SAO LOURENCO DO,1.0,True
84,OTICA GLOBO - VERA LUCIA BERTE ,"RUA PRESIDENTE DUTRA, 4242 ",CHOPINZINHO,WMS_BD\wms_database_test.mdb,558,84,OTICA GLOBO - VERA LUCIA BERTE,"RUA PRESIDENTE DUTRA, 4242",CHOPINZINHO,1.0,True
84,OTICA GLOBO - VERA LUCIA BERTE ,"RUA PRESIDENTE DUTRA, 4242 ",CHOPINZINHO,WMS_BD\wms_database.mdb,54,84,OTICA GLOBO - VERA LUCIA BERTE,"RUA PRESIDENTE DUTRA, 4242",CHOPINZINHO,1.0,True
84,OTICA GLOBO - VERA LUCIA BERTE ,"RUA PRESIDENTE DUTRA, 4242 ",CHOPINZINHO,WMS_Server\wms_database.mdb,49,84,OTICA GLOBO - VERA LUCIA BERTE,"RUA PRESIDENTE DUTRA, 4242",CHOPINZINHO,1.0,True
85,JOALHERIA E OTICA CONFIANÇA - ,"RUA PRESIDENTE VARGAS, 980 ",DIONISIO ,WMS_BD\wms_database_test.mdb,932,170,JOALHERIA E OTICA CONFIANÇA -,"RUA PRESIDENTE VARGAS, 980",DIONISIO,1.0,True
85,JOALHERIA E OTICA CONFIANÇA - ,"RUA PRESIDENTE VARGAS, 980 ",DIONISIO ,WMS_BD\wms_database.mdb,55,85,JOALHERIA E OTICA CONFIANÇA -,"RUA PRESIDENTE VARGAS, 980",DIONISIO,1.0,True
85,JOALHERIA E OTICA CONFIANÇA - ,"RUA PRESIDENTE VARGAS, 980 ",DIONISIO ,WMS_Server\wms_database.mdb,50,85,JOALHERIA E OTICA CONFIANÇA -,"RUA PRESIDENTE VARGAS, 980",DIONISIO,1.0,True
86,OTICA CONFIANCA - LUAN DE SOUZA & ,"RUA VEREADOR ROMEU LAURO WERLANG, 770 ",FRANCISCO ,WMS_BD\wms_database_test.mdb,560,86,OTICA CONFIANCA - LUAN DE SOUZA &,"RUA VEREADOR ROMEU LAURO WERLANG, 770",FRANCISCO,1.0,True
86,OTICA CONFIANCA - LUAN DE SOUZA & ,"RUA VEREADOR ROMEU LAURO WERLANG, 770 ",FRANCISCO ,WMS_BD\wms_database.mdb,56,86,OTICA CONFIANCA - LUAN DE SOUZA &,"RUA VEREADOR ROMEU LAURO WERLANG, 770",FRANCISCO,1.0,True
86,OTICA CONFIANCA - LUAN DE SOUZA & ,"RUA VEREADOR ROMEU LAURO WERLANG, 770 ",FRANCISCO ,WMS_Server\wms_database.mdb,51,86,OTICA CONFIANCA - LUAN DE SOUZA &,"RUA VEREADOR ROMEU LAURO WERLANG, 770",FRANCISCO,1.0,True
87,GENESIS JOIAS E OTICA,"RUA  XV DE NOVEMBRO, 376 SALA 04",VIDEIRA,WMS_BD\wms_database_test.mdb,69,87,GENESIS JOIAS E OTICA,"RUA  XV DE NOVEMBRO, 376 SALA 04",VIDEIRA,1.0,True
87,GENESIS JOIAS E OTICA,"RUA  XV DE NOVEMBRO, 376 SALA 04",VIDEIRA,WMS_BD\wms_database.mdb,57,87,GENESIS JOIAS E OTICA,"RUA  XV DE NOVEMBRO, 376 SALA 04",VIDEIRA,1.0,True
